"Age (years)","Series 1 (y)","Series 1 (value)"
29,"Heart - Left Ventricle",-0.650497076183709
29,"Skin - Sun Exposed (Lower leg)",0.0671482247757094
29,"Brain - Caudate (basal ganglia)",0.700926451378999
29,"Cells - EBV-transformed lymphocytes",0.861554742261837
29,"Brain - Nucleus accumbens (basal ganglia)",1.26107047842256
29,"Adipose - Subcutaneous",1.05272324759251
29,"Brain - Frontal Cortex (BA9)",1.06393186075772
29,"Brain - Hippocampus",1.08780393154902
29,"Heart - Atrial Appendage",0.945339353015197
29,"Brain - Anterior cingulate cortex (BA24)",1.22179689412185
29,"Brain - Putamen (basal ganglia)",1.2097267256246
29,"Brain - Cerebellum",0.876580441911402
29,"Brain - Cerebellar Hemisphere",1.14376649386793
29,"Brain - Cortex",1.10445288127436
29,"Adrenal Gland",-0.826659626363658
29,"Muscle - Skeletal",-0.554494386614766
29,"Nerve - Tibial",-0.84846166040048
29,"Prostate",-0.914912657045685
29,"Whole Blood",-0.894162823561436
29,"Breast - Mammary Tissue",-1.31798617918047
29,"Pituitary",-1.24759328146585
29,"Vagina",-1.27325616609389
29,"Pancreas",-0.988338681547529
29,"Stomach",-1.05602624294882
29,"Minor Salivary Gland",-1.19467375483131
29,"Small Intestine - Terminal Ileum",-1.25427660299532
29,"Artery - Coronary",-0.993419901983874
29,"Lung",-1.05289916656807
29,"Kidney - Cortex",-2.12259102091776
29,"Liver",-0.404856486182986
29,"Spleen",-0.783813205214719
29,"Esophagus - Gastroesophageal Junction",-0.636114005758772
29,"Esophagus - Muscularis",-1.120044057917
29,"Brain - Amygdala",0.218922381698592
29,"Thyroid",0.0989154570387647
29,"Brain - Hypothalamus",0.569558674819041
29,"Brain - Substantia nigra",0.741442775070011
29,"Testis",1.16012519047848
29,"Artery - Aorta",0.494523474193112
29,"Cells - Cultured fibroblasts",0.656356870132588
29,"Adipose - Visceral (Omentum)",0.00248832828562571
29,"Colon - Sigmoid",-0.497388760035398
29,"Skin - Not Sun Exposed (Suprapubic)",0.0125728877271709
29,"Brain - Spinal cord (cervical c-1)",-0.443068275743777
29,"Colon - Transverse",-0.633551727444791
29,"Uterus",-0.502920111462064
29,"Artery - Tibial",-0.191786591757223
29,"Ovary",-0.00836325009323601
30,"Esophagus - Mucosa",-1.36217022784865
30,"Heart - Left Ventricle",-0.69531026229609
30,"Skin - Sun Exposed (Lower leg)",-0.170959283120272
30,"Brain - Caudate (basal ganglia)",0.639919647942704
30,"Cells - EBV-transformed lymphocytes",0.794946927853169
30,"Brain - Nucleus accumbens (basal ganglia)",1.20111840323911
30,"Adipose - Subcutaneous",0.900476363656764
30,"Brain - Frontal Cortex (BA9)",0.948917426855802
30,"Brain - Hippocampus",0.95611002109317
30,"Heart - Atrial Appendage",0.900438854872518
30,"Brain - Anterior cingulate cortex (BA24)",1.15431475188705
30,"Brain - Putamen (basal ganglia)",1.17591256285866
30,"Brain - Cerebellum",0.853337324758009
30,"Brain - Cerebellar Hemisphere",1.18616261647517
30,"Brain - Cortex",1.13294864240502
30,"Adrenal Gland",-0.778870380052536
30,"Muscle - Skeletal",-0.616193591593921
30,"Nerve - Tibial",-0.827942314049896
30,"Prostate",-0.897389393463722
30,"Whole Blood",-0.869747557081941
30,"Breast - Mammary Tissue",-1.2799102397416
30,"Pituitary",-1.15985578366214
30,"Vagina",-1.22209555244927
30,"Pancreas",-0.914306264594616
30,"Stomach",-0.929790010944903
30,"Minor Salivary Gland",-1.09287242485539
30,"Small Intestine - Terminal Ileum",-1.1751498907748
30,"Artery - Coronary",-0.886820753267497
30,"Lung",-0.903659209295901
30,"Kidney - Cortex",-1.7768403047102
30,"Liver",-0.152446504024409
30,"Spleen",-0.56869304265804
30,"Esophagus - Gastroesophageal Junction",-0.447168671383805
30,"Esophagus - Muscularis",-0.977834743628978
30,"Brain - Amygdala",0.406828611520153
30,"Thyroid",0.273149971853535
30,"Brain - Hypothalamus",0.785998024328913
30,"Brain - Substantia nigra",0.887929035563704
30,"Testis",1.33761031416673
30,"Artery - Aorta",0.698152127283226
30,"Cells - Cultured fibroblasts",0.792097614711028
30,"Adipose - Visceral (Omentum)",0.206866513573811
30,"Colon - Sigmoid",-0.348692155366166
30,"Skin - Not Sun Exposed (Suprapubic)",0.105265548437623
30,"Brain - Spinal cord (cervical c-1)",-0.380661435456614
30,"Colon - Transverse",-0.532182995514668
30,"Uterus",-0.355362121840472
30,"Artery - Tibial",-0.0866664624180065
30,"Ovary",0.0792967001822079
31,"Esophagus - Mucosa",-1.39520770692518
31,"Heart - Left Ventricle",-0.712017588705686
31,"Skin - Sun Exposed (Lower leg)",-0.384762343854208
31,"Brain - Caudate (basal ganglia)",0.584430892124922
31,"Cells - EBV-transformed lymphocytes",0.730082128893025
31,"Brain - Nucleus accumbens (basal ganglia)",1.13313942641283
31,"Adipose - Subcutaneous",0.75747930876436
31,"Brain - Frontal Cortex (BA9)",0.836594131805458
31,"Brain - Hippocampus",0.826138464276097
31,"Heart - Atrial Appendage",0.856822944720968
31,"Brain - Anterior cingulate cortex (BA24)",1.082506256807
31,"Brain - Putamen (basal ganglia)",1.13316150892068
31,"Brain - Cerebellum",0.830227625732877
31,"Brain - Cerebellar Hemisphere",1.21466259577234
31,"Brain - Cortex",1.15172915523114
31,"Adrenal Gland",-0.730421048706423
31,"Muscle - Skeletal",-0.669270429513006
31,"Nerve - Tibial",-0.805681070893334
31,"Prostate",-0.878458449984106
31,"Whole Blood",-0.841462431515417
31,"Breast - Mammary Tissue",-1.23558043730373
31,"Pituitary",-1.0646267881598
31,"Vagina",-1.16526829131388
31,"Pancreas",-0.843785989349894
31,"Stomach",-0.813106998526442
31,"Minor Salivary Gland",-0.99217584381773
31,"Small Intestine - Terminal Ileum",-1.08902221820216
31,"Artery - Coronary",-0.784620605328651
31,"Lung",-0.759932991088808
31,"Kidney - Cortex",-1.44379922050795
31,"Liver",0.0749493923928831
31,"Spleen",-0.367120698649604
31,"Esophagus - Gastroesophageal Junction",-0.270698052707808
31,"Esophagus - Muscularis",-0.825436036812524
31,"Brain - Amygdala",0.568167663926897
31,"Thyroid",0.435162193254349
31,"Brain - Hypothalamus",0.96283436951324
31,"Brain - Substantia nigra",0.995081404231948
31,"Testis",1.48602892732876
31,"Artery - Aorta",0.87922751119099
31,"Cells - Cultured fibroblasts",0.9134733894888
31,"Adipose - Visceral (Omentum)",0.392884914895198
31,"Colon - Sigmoid",-0.206409693119893
31,"Skin - Not Sun Exposed (Suprapubic)",0.197668256170735
31,"Brain - Spinal cord (cervical c-1)",-0.322330638761717
31,"Colon - Transverse",-0.437066046685311
31,"Uterus",-0.215733239675321
31,"Artery - Tibial",0.016310171584528
31,"Ovary",0.160521703381806
32,"Esophagus - Mucosa",-1.38056231105478
32,"Heart - Left Ventricle",-0.701193057231082
32,"Skin - Sun Exposed (Lower leg)",-0.574767521057965
32,"Brain - Caudate (basal ganglia)",0.534316534205114
32,"Cells - EBV-transformed lymphocytes",0.667325206381993
32,"Brain - Nucleus accumbens (basal ganglia)",1.05737480073758
32,"Adipose - Subcutaneous",0.62351470311571
32,"Brain - Frontal Cortex (BA9)",0.727163140799543
32,"Brain - Hippocampus",0.698316435376886
32,"Heart - Atrial Appendage",0.814678329332298
32,"Brain - Anterior cingulate cortex (BA24)",1.00671017265378
32,"Brain - Putamen (basal ganglia)",1.08230397038732
32,"Brain - Cerebellum",0.806966490605042
32,"Brain - Cerebellar Hemisphere",1.22949174629975
32,"Brain - Cortex",1.16077260068742
32,"Adrenal Gland",-0.680643647381195
32,"Muscle - Skeletal",-0.713826001448766
32,"Nerve - Tibial",-0.781717680045283
32,"Prostate",-0.858271144657828
32,"Whole Blood",-0.809636711682746
32,"Breast - Mammary Tissue",-1.18520398964804
32,"Pituitary",-0.962447501491357
