GeneID,SRR8750637,SRR8750669,SRR8750701
NFKBIA,23.132406,24.506598,24.805569
NFKBIB,17.666361,14.98614,41.797207
NFKBID,1.353783,1.395391,2.032748
NFKBIE,16.696371,14.20888,9.794522
NFKBIL1,38.832439,35.886456,56.688557
NFKBIZ,3.846627,2.399842,5.513515
NFRKB,17.408705,13.081811,20.969845
NFS1,54.075348,44.48851,50.454815
NFU1,64.268463,88.393425,89.336037
NFX1,26.195539,24.93051,38.817429
NFXL1,3.781258,5.126188,4.656734
NFYA,17.552969,26.381351,22.661118
NFYB,22.250607,25.676695,40.414158
NFYC,66.948906,51.898792,63.890358
NGB,66.220924,43.790878,20.940752
NGDN,35.601536,43.617607,47.485607
NGEF,418.484131,299.68161,359.569397
NGF,2.239083,9.385089,1.677231
NGFR,0.18923,0.239234,0.0
NGLY1,14.602688,20.957083,22.879417
NGRN,601.902039,527.822083,575.03479
NHEJ1,4.597349,4.013923,5.488196
NHERF1,76.815376,70.068207,69.280716
NHERF2,74.342949,73.369141,82.005325
NHERF4,0.0,0.134223,0.203038
NHLH1,1.040752,1.942078,2.731534
NHLH2,0.0,0.0,0.443828
NHLRC1,7.777052,5.12722,9.723938
NHLRC2,2.845675,4.509445,3.525915
NHLRC3,7.215133,7.257085,15.099377
NHLRC4,0.559218,1.922794,1.634307
NHP2,216.748718,268.629852,223.07608
NHS,1.195219,1.268971,1.043912
NHSL1,2.350462,3.036325,3.693505
NHSL2,4.132066,4.197849,2.695557
NHSL3,33.022861,29.003176,21.685625
NIBAN1,3.173645,4.981154,2.789148
NIBAN2,23.58407,17.153624,17.439581
NIBAN3,0.0,0.638948,0.320678
NICN1,49.759716,38.719929,32.478695
NICOL1,149.20018,177.274048,126.307861
NID1,5.56953,8.009534,5.156046
NID2,1.374383,3.83491,2.186606
NIF3L1,19.419931,17.65909,25.818697
NIFK,20.7195,26.503595,20.572567
NIM1K,16.346046,16.920301,17.325428
NIN,13.330627,10.696848,17.536572
NINJ1,57.625141,60.83567,56.961761
NINJ2,4.432136,6.865382,5.834925
NINL,3.767239,3.839328,7.300744
NIP7,12.717734,9.380288,12.389998
NIPA1,28.598055,23.039398,31.925749
NIPA2,39.033749,36.667404,35.990864
NIPAL1,0.602454,0.415295,0.628931
NIPAL2,9.865933,11.332399,12.628724
NIPAL3,70.251816,56.197575,56.55817
NIPAL4,0.556563,0.203806,0.635669
NIPBL,9.979438,11.509755,9.6989
NIPSNAP1,129.21022,107.830101,111.268295
NIPSNAP2,60.255276,53.790466,44.090996
NIPSNAP3A,6.366287,6.503135,10.120656
NIPSNAP3B,12.68551,14.706133,13.866138
NISCH,114.230789,85.972404,146.452835
NIT1,29.527245,30.70697,24.966932
NIT2,25.796404,29.633512,57.89362
NKAIN1,3.770334,4.62388,5.704651
NKAIN2,19.462254,14.206952,20.642841
NKAIN3,8.201735,7.296504,3.496073
NKAIN4,29.554327,36.407471,21.501604
NKAP,18.048708,17.606747,20.632763
NKAPD1,21.576326,28.392506,23.82329
NKAPL,3.057353,2.498303,4.763091
NKD1,2.04529,1.807576,1.826816
NKD2,1.510688,1.441038,5.836194
NKG7,0.0,0.892633,1.895658
NKIRAS1,57.992996,66.860413,37.641476
NKIRAS2,19.271387,19.496927,25.764334
NKPD1,1.641533,1.133073,2.785809
NKRF,22.812796,26.194048,18.855303
NKTR,16.109814,17.54385,49.205494
NKX1-1,0.0,0.0,0.0
NKX1-2,0.772767,0.863213,0.425337
NKX2-1,0.0,0.884368,0.30537
NKX2-2,5.34438,7.006261,5.55996
NKX2-3,0.0,0.0,0.105448
NKX2-4,0.0,0.0,1.06233
NKX2-5,0.0,0.3791,0.0
NKX2-6,0.0,0.359104,0.0
NKX2-8,0.0,0.662401,0.0
NKX3-1,1.471916,1.372847,1.353363
NKX3-2,0.0,0.0,0.0
NKX6-1,0.221638,0.356348,0.0
NKX6-2,25.486307,12.482835,25.02816
NKX6-3,0.353868,0.0,1.229835
NLE1,50.045982,30.761717,65.079193
